Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280,Proline,Alcohol
2,1.847626683997231,20.183233038847547,121,13,88.6183154494367,0.19697776603941874,3,4.599107341712507,0.9193465701761382,13.224637437112303,508,1675.949762568736
3,2.0873740980873126,14.456243183119769,120,12,84.95460146952675,0.0178716011658976,3,6.90506385780938,0.9159930978878066,13.43692798004454,414,1627.32246518156
7,1.6904529694394939,16.835428395786444,96,17,86.37712229724646,0.3109725889924677,3,5.63048411108413,0.9561898162215848,13.610117763529205,376,1706.6855173716174
5,2.241483714315812,21.217418507161007,90,10,88.4233108001131,0.1916869281738301,3,4.571710738327464,0.6473524434061734,10.664030588625321,571,1619.4139379497842
6,1.8128562957894212,14.819107577532824,101,6,102.16315319725575,0.1681501343993509,1,7.257571942483002,1.3570572569946773,13.588358559791242,451,1621.0068468582842
1,1.7508441715319725,18.236015769480428,126,3,112.85656099368806,0.22975656468307312,1,4.728740310317258,1.3280753971290835,12.855688054415241,504,1663.9380726604634
2,2.11238629691221,20.12376860395171,125,8,104.11755587754897,0.20592586001722726,6,4.603527571944174,1.0671454018849127,14.00439735229926,471,1716.100666584769
1,2.3506296104139337,20.313932934392394,113,4,99.38253686422641,0.14564876904855806,3,4.155204055199014,1.3238015468370783,15.103976284485775,449,1663.5207264896217
6,1.8251824584316472,17.692716555116444,111,9,89.68699328432623,0.1572859283930994,6,6.959057227943589,0.9736315910256206,14.153758974694101,385,1648.7920464498573
3,2.13610944580851,17.49953097194066,116,8,79.8730487414245,0.4075698697472825,1,6.328377062076377,1.1550775584150124,15.767089335162193,196,1229.8272515900467
6,2.0503172447284896,18.999105491161743,95,9,82.74292613763187,0.03796811891194973,6,5.207395625813781,0.9705494094707361,14.513572540283304,477,1627.6788384479567
3,1.828949286690395,21.89321187784814,116,7,82.32836354475653,0.1532933556839647,6,3.9483435198355195,1.0169109154271698,10.6530265426607,222,1332.9922071157505
4,2.089852391478812,20.253410868828766,129,17,102.0431341200183,0.09535991410332686,1,5.474005454809657,0.802870625974879,13.130461426945974,322,1630.1075373899894
7,2.5721594864650945,12.508235913032205,125,6,104.64416261790066,0.16404280180675482,3,6.5154820907801305,1.0603176531506555,13.845198383009924,125,1313.3435278230936
6,1.530529038952823,17.37124003402542,94,16,102.50385524589558,0.2975310624222002,6,3.2850498780877273,0.913663783206751,15.484637692115912,244,1792.4610811591178
4,2.2894183886579884,19.207997384498597,129,6,89.02729150749724,0.2633049092785931,5,2.906942401173043,0.9389792692124459,12.047823360245761,160,1386.3501325426294
7,1.7971353131683467,22.103705074957468,110,17,85.48183568097453,0.2474227402159244,4,4.687149335476054,0.9810469743557608,13.620378033816543,544,1808.0139167260952
2,2.218260700858001,21.550619855346095,114,10,108.01586927773596,0.2877852901482189,4,3.1731400519256976,0.7272351744548283,15.610697788429588,267,1560.6120517471438
7,1.9965603100532947,16.42370185587821,134,10,93.37881883599911,0.42348135497419853,1,4.635467497984796,0.9106105104545421,10.673756411175432,451,1579.6035178517916
2,1.5046042678776406,19.946851933311784,87,8,85.4049511978461,0.04034012358127738,6,4.563542033854323,1.0650722248685052,14.613165045372503,553,1721.642206145228
1,2.198492450884285,20.73442109478813,135,15,89.10937278712785,0.14526773098693596,1,5.2403905003826035,1.094791491214586,12.404440918039093,173,1390.3450455260759
1,1.7973007015305535,16.031245765883344,132,16,106.28229869241207,-0.04329986055508498,6,8.077773013375584,1.0997051351461133,12.856860967443806,352,1660.6066719759626
7,2.1081201874846767,15.970385404220226,114,10,87.60136467079558,0.21304346369460184,4,4.746564359874198,1.0304063001414525,13.225294740699182,529,1732.046490643898
1,1.7631818042974372,19.42415502014268,110,6,80.40289876646632,0.42723035166066503,2,5.71041751028504,1.0908906124586233,12.657438528554335,440,1509.0435712486405
2,1.3415718416322007,17.051883795341897,106,18,101.58888051043375,0.35181587981174345,6,6.886571402789095,0.9168364808434769,13.439666565190219,267,1728.741901854878
3,2.5051923068151343,16.313784950627447,116,15,87.7156169999595,0.26810479486881367,4,6.519858827591055,1.1119878335917215,12.589005601604391,127,1447.7096652416571
1,1.9220543030266084,17.92312756275112,102,5,84.16892275271321,0.28944384639983073,1,2.304449976351538,1.0527286019931275,14.44778406092663,217,1261.264716679572
6,2.088242004669529,16.95812172117793,120,12,86.57651457407255,0.0721539548170717,2,5.184079088111969,0.9938995718254265,14.64547131465389,137,1335.8348068935984
2,1.3184425821537176,19.930748343540063,114,3,98.69864581989584,0.32675236938557123,1,4.579220231107244,0.6473295761799253,12.289553654890728,509,1465.4212316470853
3,1.4836104274813477,22.764271217298372,107,13,92.99614374788533,0.3454483725251781,1,8.925831995991219,1.0594806738829534,14.371819885590899,208,1478.5915350912542
4,2.5183126607289013,18.39589685031901,92,5,92.62170095927038,0.35168438999071205,4,4.326191367174991,1.0670693268192881,13.401618627924444,523,1659.3091254156461
7,2.056926190474869,19.15041176266616,124,7,86.07355124078228,0.234545401390863,1,6.175591293403112,1.2782155438560658,15.734953954047775,250,1381.9478253980908
3,1.6319947231316076,17.30558056630579,128,11,95.55080165292537,0.1626449225164427,4,6.14859727571378,0.9541967202947054,16.592419156133037,435,1764.9223726739806
1,2.4221305845107137,22.138394618475523,115,7,93.0422743868029,0.22234921658872722,6,4.814073548781468,1.2506073329062541,14.103202432788562,362,1633.2918864141411
6,1.8123391467407355,17.054551591883744,112,12,78.6411226758237,0.09718824209632732,5,7.775561340617497,0.9248466555774402,11.060900748525142,341,1504.9964516639575
5,1.7580485332143982,15.136163875157028,113,7,83.72915698874034,0.14380927914268118,6,7.925978840367296,1.0650965751383847,11.993461732251744,455,1624.08553165154
3,2.2812530612861854,17.525353411449565,113,9,94.60021616762998,-0.057453363948032396,4,6.618496809214469,0.7622436315718721,10.689909884828806,529,1707.3120841942762
1,2.216126952337164,13.776075241888858,107,18,106.08392275283128,0.47223571437581263,1,4.4933139101393555,0.9792064891653233,13.51639409713504,315,1681.435999188028
4,2.250753245391475,19.287464808050448,117,11,72.9343323986136,0.27091847691531157,5,6.922833887470342,1.0204999236060246,14.500364260545698,562,1764.6386914739353
1,1.9531376326809236,19.575474371219812,135,4,90.516424179367,0.23960343347238594,6,8.141584803025124,0.9489015129553151,11.884273592955642,438,1606.6287528707278
2,2.218066365202103,16.317945536889837,112,18,95.04889155702006,0.25183487278089933,4,4.735483439991997,0.8527824339632823,10.377039999740362,525,1903.9521929111265
3,1.187954893768252,15.549891262344572,106,17,81.40815877308663,0.2257838301651651,6,6.178713513728453,1.156317371106504,14.132041176586576,179,1578.8559375969712
5,2.1667627013605437,17.398437355571037,123,15,90.95718466733153,0.22081773706208593,2,6.402315809324372,0.8925438173190317,16.000361268700416,233,1535.535218412384
3,1.7794474770718014,17.80208398162309,130,3,111.04575975216495,0.19851470503901805,2,3.8916015024802717,0.9998683071965272,15.340172112654939,143,1398.009320425986
4,2.4928339507120167,18.352313876738165,112,9,89.53601504669379,0.08861741717961982,6,6.415963550548423,0.8005388897145669,14.614001855153942,259,1482.1123205071292
1,2.239881726342008,20.356187931732773,99,7,111.95707263916542,0.16748677061309641,6,8.57228488057267,0.8341820499230678,14.225489456643684,179,1569.7820389577616
2,2.196869278672079,16.09894717835159,106,3,99.04266641981107,0.026569272621998,6,8.607962651879962,0.948089274232994,14.42193694877996,455,1702.0342912150509
7,1.3622292684274833,17.847571575003606,128,4,99.26170618312798,0.29976928074962417,4,5.457740230763321,1.3508992836469493,11.538928249089063,517,1612.0537065105227
5,1.900291594577171,17.198379819045428,123,18,117.24031536569164,0.2030355395680563,3,4.111933455057209,0.9994423470473855,13.903534698986329,281,1733.7970894608325
2,1.8933169383989734,18.039611892971422,131,10,95.51831143111441,0.23640642822102548,3,6.5320196449642856,0.9101800220899441,12.856657930156382,149,1480.1660576243853
4,1.7917069807500905,17.232349867536506,104,18,92.59278678391864,0.26213490965254,1,5.173324165075988,0.8459345828770961,12.757902881541442,225,1559.664507987578
4,1.8485117517241725,17.19231302994975,125,4,95.74234058679772,0.31485578070575293,2,5.451576781941427,0.9791255164405341,13.058061332567178,324,1377.742888997604
6,2.4206456109757166,17.173983554484984,92,11,99.54777459145518,0.04668499872707421,2,6.928530583007427,1.2062720993273435,14.296211426870219,369,1608.7104106940922
2,1.741343423337984,16.664529766828586,107,7,82.55488553332661,-0.038476768562640255,4,3.8821053211010863,1.1558749047471617,11.378470244238377,548,1637.466731751257
2,2.4250588559108945,18.49968599283126,121,5,101.93511564155635,0.09588674171808703,6,8.195359865542299,1.1165876743800598,12.459512743007418,275,1560.3682735897637
5,2.0628083158471733,17.721171462122655,131,8,97.23612119977341,0.11186523036907098,6,6.711660428100162,1.2848388506452841,13.748714084276305,116,1363.7383618997094
3,2.135865314240059,18.225565698069747,108,9,112.25745810031918,0.22955933113219468,2,5.930483478254993,1.162720959888168,15.389292235641822,443,1797.3620909270776
2,1.7097170833503217,17.855792499849223,113,14,100.30289870310753,0.3069382617617626,5,6.356126254148779,1.2291567177801699,13.962875075903964,517,1907.8151818020626
2,1.848187335502022,20.37532993495704,87,4,81.81222415641223,0.35881510778231446,2,2.763435021548658,0.920351548187082,15.46880496267308,424,1536.7611581055355
1,2.267567551784654,20.75274798214375,88,14,91.71032551931003,0.3350135714124603,5,3.75044029261672,1.3198217044811262,15.247343899368252,114,1476.9050472609113
3,2.760910014015241,18.585542808232542,131,3,80.36634913785383,0.2119446831971737,3,5.308619843168874,1.2549441822167693,16.182466008087673,574,1638.947847943501
3,2.135720011713341,12.73372733981308,112,8,91.19890756137161,0.1732677503962269,6,4.7556873624920275,0.9198790626866513,14.620038714808624,450,1753.6650705484878
2,2.2166301868637026,16.94834595987834,125,16,93.67498765731837,0.22184596485999628,2,4.250458947442595,0.8091893525482343,12.84668128488762,431,1674.3920335884418
4,2.0257431920399998,17.929641871244186,90,12,105.17494436069695,0.2179343982768296,4,5.591169915821272,0.9238995087865501,11.832682502461239,514,1803.9890111703262
5,1.8982328670231607,18.550207801996642,122,15,100.16322861170423,0.16843765822647686,1,3.9812015427833205,1.083676177420578,14.967574733596491,249,1611.6808508454694
3,1.9106159683442814,23.868283681549872,118,14,101.30728388447783,0.4534167691844199,5,7.6858582221419995,0.8454462294322717,14.46324867145408,229,1668.5804465973213
4,1.6847184546970435,18.738766478702274,135,8,98.71552999605217,0.33607341222741316,1,8.897800983394335,0.9863637840790763,15.320664208427315,569,1697.3687995077335
3,1.6521183920647637,16.983077306761516,118,7,99.10520949447707,0.3237924598576534,1,4.29568221575566,0.9458131092569374,13.46157905475421,366,1562.2914426712478
4,2.2656043669556967,19.27446511390558,125,12,85.27772369857476,0.2988555498384375,1,4.776220749879112,0.9954010077665595,11.439591751793012,388,1524.0789125897722
2,1.8919063410393737,16.901147019697582,106,6,97.93052452797951,0.05939244441614143,2,3.0423639824818025,0.9941268392865139,15.005093601550094,135,1249.2632286249113
6,2.20163710194561,20.128833766808274,128,6,77.5740035243218,0.2450673488495107,2,7.450575345677177,1.174649248124678,12.8976752824318,404,1556.4974089481868
3,2.32206178982242,20.543256765229046,104,14,84.93567855732393,0.19694774403089094,2,5.995498505656789,0.951528208827601,12.989897100853394,131,1390.3255893817552
3,1.5725905111675662,17.11147150350611,115,11,109.30434771196319,0.2609073057627679,2,8.638918321059448,1.0565429683239818,15.476359747624706,453,1775.2159262692485
3,1.8273341035102812,19.293318440172268,125,15,89.57322075660657,0.30671703465056765,5,7.677702203054107,0.9649450325542012,11.007047565544056,318,1679.8563719160202
7,1.6055803947185474,16.13760527736899,91,7,83.3398749557754,0.1444494311986298,3,6.368866044720212,0.8956498747171536,15.379346531232583,218,1340.2898185439844
4,2.363524240204784,17.405436446090587,103,9,81.70385224002123,0.1978896659164623,5,5.158411305856973,0.8777395046803572,11.7412894110288,118,1354.508625481072
7,2.1973942770375934,21.400281701445962,128,13,91.26578038726612,0.25913701913689285,3,4.069842748524968,1.0527676925434246,16.93210144602036,197,1454.029322081088
4,1.9780150897568038,16.74253422650822,101,15,94.26357996959433,0.05075701842343549,5,6.900089912291393,0.9399451674579216,16.9891553027367,245,1637.4687528920365
6,2.169161186873075,15.680259021459735,100,17,100.88054822258715,0.2132867455920766,6,5.505476866378285,1.1168710477800008,16.513396767127997,411,1899.3678365182723
2,2.5241168497334727,18.82305805692039,105,12,93.99220392888172,0.3364859972411128,4,5.741433793199144,1.3002509099941355,14.333296747720803,268,1579.2019000754076
